Date,BBCA,BBNI,BBRI,BMRI,ANTM,UNVR,TLKM,ICBP,PGAS,ASII,UNTR,GGRM,HMSP,MYOR,INDF
2/15/2019,26800,8775,3770,7175,950,9600,3790,10425,2460,7600,25025,83875,3700,2600,7425
2/18/2019,27400,8975,3840,7275,995,9885,3900,10550,2510,7875,26150,85000,3810,2620,7625
2/19/2019,26900,8875,3910,7200,1025,9860,3920,10475,2500,7775,26050,85000,3800,2630,7500
2/20/2019,27500,8825,3890,7100,1060,10005,3870,10500,2490,7775,26000,83700,3790,2650,7500
2/21/2019,27525,8925,3910,7325,1035,9905,3870,10475,2640,7700,26500,83000,3800,2620,7550
2/22/2019,27450,8725,3900,7100,1055,9900,3840,10400,2650,7625,27950,81775,3760,2640,7625
2/25/2019,27450,8800,3960,7250,1085,9765,3910,10250,2610,7650,27250,82500,3750,2630,7600
2/26/2019,27775,8850,3940,7275,1045,9995,3930,10400,2640,7600,27800,84500,3790,2700,7600
2/27/2019,27825,8850,3870,7200,1030,9800,3910,10425,2570,7600,27600,86600,3820,2640,7475
2/28/2019,27575,8800,3850,7125,1015,9735,3860,10225,2540,7150,26500,85400,3800,2640,7075
3/1/2019,27700,8975,3870,7175,1055,9810,3910,10300,2490,7225,26500,91725,3920,2640,7300
3/4/2019,27675,8950,3880,7100,1050,9800,3850,10350,2540,7150,27500,94400,3880,2630,7375
3/5/2019,27475,8800,3860,6950,1035,9730,3870,10275,2460,7300,26875,90075,3820,2650,7150
3/6/2019,27450,8800,3900,7075,1045,9780,3820,10250,2460,7325,26600,92000,3790,2650,7200
3/7/2019,27450,8800,3900,7075,1045,9780,3820,10250,2460,7325,26600,92000,3790,2650,7200
3/8/2019,27200,8675,3850,6900,990,9620,3740,10250,2430,7150,26100,90000,3770,2630,7250
3/11/2019,27525,8675,3860,6850,1000,9610,3800,10300,2390,7225,26900,91775,3760,2610,7150
3/12/2019,27500,8675,3840,6725,970,9800,3760,10225,2350,7175,26150,91950,3770,2610,7100
3/13/2019,27500,8600,3790,6700,975,9890,3720,10350,2390,7125,26275,92250,3830,2620,7175
3/14/2019,27400,8825,3840,6900,970,9930,3740,10375,2420,7200,26125,91050,3790,2620,7100
3/15/2019,27700,9075,3950,7100,980,9960,3750,10425,2510,7325,26475,92800,3850,2620,7100
3/18/2019,27750,9350,4000,7100,955,9900,3820,10375,2470,7325,26825,91500,3810,2630,7200
3/19/2019,27450,9350,3980,7375,960,9845,3780,10300,2470,7275,27500,89950,3740,2630,7275
3/20/2019,27350,9300,3990,7400,960,9900,3760,10375,2430,7275,27800,90000,3740,2620,7225
3/21/2019,27375,9525,3990,7475,960,9815,3790,10375,2370,7250,27700,87400,3760,2600,7250
3/22/2019,27425,9600,4050,7450,960,9830,3800,10325,2360,7225,27950,84500,3800,2580,7300
3/25/2019,27275,9200,4010,7175,920,9700,3790,9400,2330,7050,27100,81775,3750,2510,6775
3/26/2019,27350,9375,4060,7300,920,9650,3820,9575,2380,7100,27225,83575,3800,2550,6900
3/27/2019,27425,9350,4050,7225,900,9760,3820,9150,2340,7175,27250,84650,3770,2530,6575
3/28/2019,27350,9425,4070,7375,885,9840,3880,9275,2350,7100,27000,84175,3780,2570,6575
3/29/2019,27550,9400,4110,7475,890,9840,3960,9325,2360,7300,27000,83200,3790,2570,6425
4/1/2019,27500,9450,4150,7500,940,9850,3930,9250,2370,7350,27325,83050,3790,2540,6300
4/2/2019,27500,9475,4150,7425,925,9875,3930,9000,2260,7425,26700,82625,3800,2500,6175
4/3/2019,27500,9475,4150,7425,925,9875,3930,9000,2260,7425,26700,82625,3800,2500,6175
4/4/2019,27700,9700,4220,7675,915,9795,4030,9050,2300,7550,26500,80900,3770,2510,6400
4/5/2019,27650,9725,4270,7550,900,9755,4060,9075,2290,7650,26375,79150,3740,2510,6500
4/8/2019,27400,9475,4250,7500,885,9650,3950,9025,2240,7525,25900,78275,3630,2500,6450
4/9/2019,27675,9675,4300,7675,905,9795,3950,9250,2290,7675,26400,79375,3610,2530,6525
4/10/2019,27625,9700,4310,7550,895,9820,3930,9300,2310,7650,26000,78000,3580,2540,6450
4/11/2019,27400,9625,4300,7400,900,9730,3890,9050,2250,7525,25450,77450,3560,2530,6175
4/12/2019,27500,9675,4310,7325,880,9820,3830,9050,2280,7525,25450,77375,3610,2520,6375
4/15/2019,27525,9650,4350,7350,885,9760,3830,9050,2280,7600,25950,79500,3700,2550,6400
4/16/2019,27475,9700,4340,7625,895,9880,3870,9075,2360,7750,26425,82425,3730,2550,6450
4/17/2019,27475,9700,4340,7625,895,9880,3870,9075,2360,7750,26425,82425,3730,2550,6450
4/18/2019,28125,9850,4460,7800,885,9880,3860,9100,2360,7850,26075,79100,3630,2540,6275
4/19/2019,28125,9850,4460,7800,885,9880,3860,9100,2360,7850,26075,79100,3630,2540,6275
4/22/2019,28125,9675,4440,7750,855,9655,3780,9025,2290,7525,26075,76400,3440,2510,6250
4/23/2019,28150,9800,4430,7675,890,9850,3850,9200,2390,7650,27200,78800,3460,2520,6350
4/24/2019,28150,9800,4400,7675,880,9730,3840,9200,2390,7650,27550,81700,3440,2530,6325
4/25/2019,27975,9600,4330,7650,870,9280,3830,9075,2340,7550,27675,80000,3390,2540,6250
4/26/2019,28100,9650,4330,7725,875,9100,3910,9175,2360,7650,27600,82950,3370,2560,6400
4/29/2019,28425,9625,4340,7775,875,9000,3860,9300,2320,7600,26950,83175,3480,2590,6425
4/30/2019,28750,9600,4370,7725,865,9100,3790,9725,2320,7625,27175,84475,3500,2600,6950
5/1/2019,28750,9600,4370,7725,865,9100,3790,9725,2320,7625,27175,84475,3500,2600,6950
5/2/2019,28425,9425,4370,7700,820,9045,3830,9700,2250,7475,26825,81650,3390,2610,7000
5/3/2019,28375,9250,4380,7650,790,8930,3820,9625,2240,7425,26625,80800,3360,2630,6800
5/6/2019,28100,8875,4230,7525,760,9065,3840,9600,2190,7425,26925,80600,3390,2600,6775
5/7/2019,28300,8950,4250,7650,765,8900,3900,9700,2240,7525,27150,82025,3390,2610,6850
5/8/2019,28500,8750,4220,7525,765,8960,3900,9700,2170,7400,27150,82025,3360,2620,6750
5/9/2019,28150,8575,4120,7500,730,8610,3800,9675,2040,7150,26100,84050,3550,2640,6625
5/10/2019,28050,8600,4120,7475,745,8840,3790,9825,2020,7175,26250,83325,3510,2650,6650
5/13/2019,28050,8500,4100,7525,730,8720,3770,9625,1980,7025,25525,82100,3490,2650,6400
5/14/2019,27475,8450,4050,7450,710,8570,3760,9650,2010,7000,25525,81500,3450,2620,6375
5/15/2019,27300,8225,3890,7425,700,8400,3660,9525,1975,6950,25350,80650,3400,2610,6250
5/16/2019,26400,8175,3860,7350,685,8360,3600,9500,1900,6775,24850,80550,3350,2590,6100
5/17/2019,25900,8100,3790,7075,670,8320,3510,9300,1865,6700,24825,79725,3300,2520,6000
5/20/2019,26900,8425,3750,7225,685,8460,3600,9375,1890,6900,24500,79000,3260,2560,6225
5/21/2019,27300,8600,3750,7250,710,8475,3600,9625,1925,7000,24725,79375,3270,2550,6250
5/22/2019,27300,8300,3770,7300,710,8415,3540,9500,1925,7000,24400,78600,3260,2570,6250
5/23/2019,28025,8500,3850,7575,740,8620,3660,9725,1980,7100,25550,78300,3280,2520,6400
5/24/2019,28050,8650,3850,7700,730,8705,3750,9700,1955,7175,25100,79075,3290,2520,6300
5/27/2019,28425,8700,3920,7725,740,8640,3820,9775,2030,7125,24850,79800,3260,2540,6525
5/28/2019,28675,8150,3810,7375,720,8500,3690,9725,1955,7075,24300,76800,3230,2540,6400
5/29/2019,28700,8150,3940,7550,715,8700,3780,9725,2010,7200,24875,80125,3300,2520,6350
5/30/2019,28700,8150,3940,7550,715,8700,3780,9725,2010,7200,24875,80125,3300,2520,6350
5/31/2019,29100,8400,4100,7675,725,8900,3900,9800,2060,7450,25350,80475,3380,2560,6600
6/3/2019,29100,8400,4100,7675,725,8900,3900,9800,2060,7450,25350,80475,3380,2560,6600
6/4/2019,29100,8400,4100,7675,725,8900,3900,9800,2060,7450,25350,80475,3380,2560,6600
6/5/2019,29100,8400,4100,7675,725,8900,3900,9800,2060,7450,25350,80475,3380,2560,6600
6/6/2019,29100,8400,4100,7675,725,8900,3900,9800,2060,7450,25350,80475,3380,2560,6600
6/7/2019,29100,8400,4100,7675,725,8900,3900,9800,2060,7450,25350,80475,3380,2560,6600
6/10/2019,29400,8675,4230,7850,780,8930,4040,9800,2050,7675,26550,79300,3360,2560,6900
6/11/2019,29550,8575,4230,7875,795,8860,4020,10150,2000,7625,26700,80000,3380,2580,7050
6/12/2019,29225,8600,4210,7875,785,9000,3940,10150,1985,7500,26775,79775,3380,2560,7025
6/13/2019,29025,8650,4200,7825,780,8980,3990,10000,1985,7500,26750,79000,3380,2520,7025
6/14/2019,29000,8500,4230,7825,790,8960,3990,9975,1960,7425,26900,77500,3340,2500,7050
6/17/2019,28975,8450,4200,7800,765,8960,3900,9950,1935,7375,27025,76675,3270,2470,6900
6/18/2019,29500,8725,4260,7850,775,9120,3980,10125,1950,7500,27200,77250,3310,2490,7050
6/19/2019,null,null,null,null,null,9180,null,null,null,null,null,null,3360,2520,null
6/20/2019,29550,8800,4310,7950,805,9220,4040,10150,2060,7600,27500,77200,3270,2530,7000
6/21/2019,29400,8850,4360,7975,800,9060,4040,10025,2050,7450,27450,76000,3250,2510,7075
6/24/2019,29375,8875,4310,7975,795,8935,3980,9950,2030,7350,27450,77250,3200,2470,7050
6/25/2019,29550,8925,4330,7950,845,9045,4010,10000,2020,7350,27800,76500,3190,2460,6975
6/26/2019,29325,8850,4360,7950,825,8965,3980,10050,2140,7250,27800,76900,3190,2470,6950
6/27/2019,29675,8900,4380,8000,830,8970,4090,10150,2100,7375,28075,77100,3190,2470,7000
6/28/2019,29975,9200,4360,8025,845,9000,4140,10150,2110,7450,28200,76875,3140,2480,7025
7/1/2019,29950,9375,4420,8000,850,9000,4220,10125,2130,7375,28825,76700,3070,2480,7075
7/2/2019,30000,9350,4410,8025,840,9015,4250,10125,2110,7300,28475,78200,3070,2440,7125
7/3/2019,30000,9325,4400,8025,815,8980,4240,10125,2100,7275,28250,77725,3120,2390,7100
7/4/2019,29950,9375,4390,8025,820,8995,4250,10100,2130,7250,27700,78225,3160,2400,7050
7/5/2019,29850,9200,4400,7825,810,8990,4280,10100,2100,7150,28025,77200,3270,2400,7000
7/8/2019,29400,8975,4400,7875,825,9000,4270,10025,2080,7300,27300,77150,3180,2380,6925
7/9/2019,30000,9150,4410,7900,825,9005,4350,10100,2060,7275,27700,77350,3150,2390,6850
7/10/2019,30000,9150,4470,7950,820,9000,4290,10125,2120,7450,28025,76400,3140,2400,6900
7/11/2019,30125,9250,4510,8000,850,8960,4270,10250,2090,7525,28000,76375,3120,2350,6850
7/12/2019,30050,9200,4510,8075,845,8955,4180,10275,2060,7450,27850,74000,3030,2280,6775
7/15/2019,30525,9175,4530,8150,880,8890,4280,10375,2130,7425,28025,74950,3040,2220,6775
7/16/2019,30425,9075,4550,8075,895,8880,4240,10425,2130,7450,27800,76300,3040,2140,6900
7/17/2019,30750,9050,4520,7975,900,8980,4230,10625,2110,7100,28000,76625,3080,2140,6975
7/18/2019,30725,8875,4450,7850,950,9150,4240,10725,2100,7150,27275,77225,3070,2110,7050
7/19/2019,31000,8900,4480,7875,940,9160,4270,10850,2060,7100,27275,79300,3150,2220,7050
7/22/2019,31450,8850,4500,7775,960,9055,4260,10650,2050,7100,26600,79000,3070,2330,6950
7/23/2019,31175,8625,4490,7700,940,9110,4250,10725,2050,7150,27000,79800,3030,2350,7075
7/24/2019,31250,8425,4450,7700,945,9085,4190,10575,2010,7175,26975,78000,3050,2380,6950
7/25/2019,31250,8500,4460,7800,930,8990,4210,10700,2000,7300,26950,76325,3010,2430,6975
7/26/2019,30975,8425,4440,7750,890,8960,4160,10575,1970,7075,26525,74950,2910,2420,6675
7/29/2019,30950,8350,4460,7800,895,8640,4200,10550,1980,7175,25575,74750,2820,2410,6900
7/30/2019,31100,8350,4500,7950,935,8610,4270,10625,2010,7275,25500,74575,2950,2450,6900
7/31/2019,30950,8475,4480,7975,935,8720,4300,10700,2050,7000,24925,75500,3030,2490,7075
8/1/2019,31050,8250,4450,7775,925,9110,4280,10700,2000,7025,24450,74625,3040,2540,7225
8/2/2019,30825,8100,4450,7675,900,9000,4280,10850,1980,7075,24575,74800,3000,2500,7075
8/5/2019,30000,7925,4270,7425,860,8765,4080,10875,1975,6925,23875,72500,2870,2460,7050
8/6/2019,29400,7825,4100,7250,940,8865,4130,10775,1945,6750,22750,71925,2860,2450,7050
8/7/2019,30050,7875,4250,7350,1005,8965,4210,11225,1950,6725,22800,73200,2900,2450,7200
8/8/2019,30025,8125,4290,7500,1020,8930,4260,11175,1960,6900,23200,74000,2940,2440,7425
8/9/2019,30325,7925,4330,7450,1065,8965,4260,11300,1985,6775,23175,73625,2900,2460,7475
8/12/2019,30200,7925,4300,7400,1035,8995,4260,11275,1980,6750,21700,72600,2910,2450,7525
8/13/2019,30075,7900,4280,7350,1065,8855,4250,11250,1945,6675,21225,72500,2850,2410,7400
8/14/2019,30050,8100,4330,7500,1110,8980,4290,11350,1970,6675,21575,72775,2850,2460,7450
8/15/2019,30000,8025,4250,7400,1120,8940,4290,11500,1975,6525,20750,73825,2850,2470,7575
8/16/2019,29800,7925,4210,7375,1120,8995,4280,11625,1960,6500,20500,76500,3020,2450,7575
8/19/2019,30075,7875,4180,7350,1085,8900,4340,11525,1995,6425,20700,76625,3020,2450,7675
8/20/2019,29925,7750,4100,7375,1050,9035,4470,11900,1920,6425,20550,77000,3020,2410,7775
8/21/2019,29875,7575,4050,7225,1070,8975,4410,11800,1870,6350,20025,76575,2940,2410,7700
8/22/2019,30000,7600,4070,7225,1040,9060,4450,11825,1805,6325,19975,76000,2880,2410,7600
8/23/2019,29975,7625,4080,7175,1015,9165,4380,11775,1830,6575,20500,76475,2860,2430,7775
8/26/2019,29950,7500,4070,7050,1030,9175,4330,11750,1915,6575,20125,74500,2830,2460,7725
8/27/2019,30025,7575,4200,7025,1020,9455,4380,11750,2000,6525,20700,74525,2850,2480,7750
8/28/2019,29975,7600,4190,7050,1050,9575,4370,11825,1960,6450,20900,74525,2920,2520,7750
8/29/2019,30025,7525,4200,7075,1055,9570,4380,12000,1910,6425,20675,73150,2830,2510,7825
8/30/2019,30500,7700,4270,7250,1070,9770,4450,12050,1920,6675,20925,69475,2690,2490,7925
9/2/2019,30000,7625,4220,7175,1170,9590,4410,11975,1995,6550,20600,66400,2630,2480,8000
9/3/2019,30275,7450,4150,6900,1110,9495,4350,12000,2010,6475,20400,67550,2680,2490,8000
9/4/2019,30100,7425,4160,6925,1100,9515,4290,12000,1950,6500,20450,68100,2670,2460,7925
9/5/2019,30200,7525,4220,6975,1100,9605,4320,12000,1950,6700,21025,67275,2630,2470,8025
9/6/2019,30125,7600,4270,7050,1075,9410,4210,11900,1945,6750,21575,67700,2690,2490,7975
9/9/2019,30175,7550,4170,6975,1120,9540,4270,11850,1965,6650,23300,68650,2730,2480,8000
9/10/2019,30275,7750,4190,7050,1130,9530,4270,12025,2020,6675,22950,68300,2740,2450,7950
9/11/2019,30500,8000,4250,7150,1125,9325,4250,11950,2030,6925,23500,69075,2780,2490,7750
9/12/2019,30100,7875,4280,7150,1120,9215,4170,11925,1995,6750,23050,68275,2820,2400,7550
9/13/2019,30150,7850,4310,7200,1070,9320,4160,11600,1965,6750,22775,68800,2800,2430,7500
9/16/2019,30025,7675,4190,7000,1050,9390,4220,11825,2050,6700,23075,54600,2290,2400,7750
9/17/2019,30150,7750,4250,6975,1050,9390,4270,11950,2180,6475,22850,54625,2330,2400,7775
9/18/2019,30200,7900,4240,7200,1065,9335,4250,11875,2210,6700,22525,55425,2370,2400,7875
9/19/2019,30150,7775,4220,7100,1045,9315,4210,11900,2170,6600,21750,55150,2350,2400,7875
9/20/2019,29950,7650,4160,7075,1065,9230,4290,11950,2170,6575,22000,54600,2350,2400,7700
9/23/2019,30125,7575,4180,7000,1055,9460,4250,11875,2280,6625,22100,52800,2290,2380,7650
9/24/2019,29725,7450,4110,6950,1015,9455,4210,11800,2280,6475,21200,51050,2250,2300,7600
9/25/2019,29675,7475,4080,6900,1010,9400,4220,11800,2230,6500,21125,52025,2290,2260,7625
9/26/2019,30300,7550,4210,7100,1015,9350,4360,12000,2160,6700,20850,54025,2330,2280,7725
9/27/2019,30350,7425,4180,6975,990,9400,4310,11950,2150,6650,20475,52500,2300,2280,7825
9/30/2019,30350,7350,4120,6975,975,9300,4310,12025,2100,6600,20575,52375,2290,2230,7700
10/1/2019,30200,7275,4070,6900,955,9240,4250,11925,2040,6550,20550,52275,2300,2210,7625
10/2/2019,30250,6925,3930,6525,920,9090,4200,12200,2060,6450,20200,50850,2240,2220,7675
10/3/2019,30200,6900,3810,6400,965,9015,4200,12200,2060,6475,20200,51325,2250,2300,7675
10/4/2019,30225,6875,3950,6400,960,9085,4190,12225,2100,6425,20200,49500,2150,2300,7850
10/7/2019,30350,6675,3900,6350,955,8800,4110,12275,2050,6325,20400,49400,2110,2290,7700
10/8/2019,30500,6825,3930,6500,930,8945,4090,12400,2020,6350,20225,49775,2150,2340,7775
10/9/2019,30350,6750,3960,6425,990,8840,4120,12000,2010,6275,20050,49450,2130,2310,7800
10/10/2019,30550,6750,3890,6525,995,8775,4110,11450,2020,6275,20150,50400,2150,2260,7650
10/11/2019,30625,6975,3920,6550,1015,8835,4170,11625,2190,6475,20325,52950,2230,2260,7650
10/14/2019,31000,6925,3920,6600,1000,8900,4190,11600,2180,6425,20625,53875,2270,2220,7700
10/15/2019,30875,7150,3940,6575,985,8950,4170,11375,2220,6400,20900,54900,2330,2200,7600
10/16/2019,31075,7250,3990,6625,960,9120,4170,11325,2220,6375,20350,54650,2300,2190,7575
10/17/2019,30575,7375,4050,6700,955,8950,4170,11550,2230,6625,20375,54100,2270,2220,7650
10/18/2019,30800,7475,4170,6775,935,8625,4190,11275,2270,6700,20850,52050,2160,2240,7550
10/21/2019,31100,7375,4120,6800,925,8685,4200,11400,2220,6725,20775,53125,2200,2210,7475
10/22/2019,31500,7325,4140,6825,930,8790,4230,11425,2240,6750,21500,51475,2120,2180,7375
10/23/2019,31375,7550,4180,7075,955,8855,4260,11500,2330,6750,21625,51025,2060,2210,7550
10/24/2019,31500,7900,4300,7225,975,8855,4350,11600,2340,6950,21925,54550,2170,2220,7650
10/25/2019,31000,7825,4230,7000,955,8630,4280,11425,2340,6800,21200,54650,2170,2190,7550
10/28/2019,31025,7775,4230,7000,915,8700,4260,11700,2300,6900,21450,55575,2180,2210,7700
10/29/2019,31100,7725,4230,7100,925,8715,4330,11600,2350,6975,21325,54825,2150,2190,7500
10/30/2019,31325,7750,4250,7025,930,8720,4270,11675,2440,6950,21700,56050,2140,2160,7600
10/31/2019,31450,7675,4210,7025,890,8745,4110,11625,2110,6950,21675,56100,2130,2140,7700
11/1/2019,31625,7675,4180,6975,855,8740,4080,11625,1850,6800,21500,53650,2100,2170,7750
11/4/2019,31375,7625,4160,6875,840,8605,4150,11350,1980,6700,21575,52575,2060,2170,7800
11/5/2019,31800,7725,4300,7200,835,8770,4200,11200,1990,6900,23250,53925,2080,2150,8000
11/6/2019,31475,7500,4160,6975,850,8690,4120,11225,1980,6850,22850,54775,2080,2140,7875
11/7/2019,31425,7600,4000,7000,845,8670,4070,10800,1990,6725,22050,52725,2020,2130,7750
11/8/2019,31400,7675,3990,7100,835,8630,4110,11275,2000,6625,23275,53500,2060,2140,7750
11/11/2019,31475,7550,4000,7050,830,8655,4100,11400,2000,6650,23325,53300,2040,2120,7925
11/12/2019,31325,7600,4000,7025,820,8640,4180,11400,2010,6775,23800,54425,2110,2130,7825
11/13/2019,31400,7350,3960,6875,820,8465,4150,11475,1995,6725,23225,54325,2100,2150,7775
11/14/2019,31350,7300,3940,6875,815,8560,4050,11400,1965,6575,22425,54000,2090,2170,7700
11/15/2019,31375,7450,4090,6950,825,8445,4080,11400,2000,6525,22375,53500,2080,2200,7875
11/18/2019,31400,7425,4120,6975,820,8430,4000,11400,1985,6600,21900,53150,2060,2200,7975
11/19/2019,31575,7600,4190,7150,835,8560,4020,11425,2010,6650,22450,53650,2060,2200,7950
11/20/2019,31750,7650,4220,7100,825,8510,4090,11425,1985,6625,22675,53800,2080,2200,8000
11/21/2019,31500,7700,4220,7175,815,8405,4020,11400,1970,6600,22100,53175,2040,2150,7950
11/22/2019,31525,7650,4210,7075,810,8430,4050,11425,1945,6625,22750,53250,2020,2130,7925
11/25/2019,31375,7500,4130,6975,815,8415,3950,11400,1915,6500,22350,52175,2010,2120,7950
11/26/2019,31425,7500,4150,6925,810,8300,3860,11375,1890,6350,21375,49225,1920,2100,7950
11/27/2019,31500,7475,4170,6900,780,8200,3880,11375,1940,6425,21600,50425,1905,2100,7950
11/28/2019,31250,7400,4050,6775,750,8360,3820,11325,1895,6400,20900,50375,1900,2090,7925
11/29/2019,31400,7500,4090,6975,750,8360,3930,11325,1920,6500,20925,50375,1935,2060,7950
12/2/2019,32125,7550,4210,7100,790,8570,3950,11400,2000,6650,21725,51700,2020,2100,8000
12/3/2019,31875,7550,4170,7175,775,8535,3920,11400,2060,6525,21150,53375,2080,2090,7950
12/4/2019,31825,7425,4130,7075,785,8400,3990,11100,2090,6550,20700,52975,2060,2080,7850
12/5/2019,31700,7450,4220,7175,805,8430,4060,11250,2200,6700,20800,52900,2010,2060,7875
12/6/2019,31975,7575,4170,7175,810,8450,4100,11425,2140,6775,21325,52800,2080,2060,8000
12/9/2019,31975,7575,4180,7250,825,8455,4070,11375,2140,6675,21350,53850,2100,2060,8025
12/10/2019,31825,7600,4170,7375,825,8435,4040,11375,2100,6650,21300,53275,2070,2040,7950
12/11/2019,31900,7525,4210,7350,825,8420,4050,11450,2160,6550,20800,52200,2050,2040,7850
12/12/2019,31700,7525,4250,7300,835,8200,3950,11375,2110,6550,20450,51850,2050,2030,7625
12/13/2019,31800,7650,4280,7375,850,8245,3990,11450,2130,6850,21175,52025,2060,2020,7750
12/16/2019,31800,7700,4330,7350,865,8180,3970,11350,2130,6975,22000,52800,2090,2020,7875
12/17/2019,32500,7700,4350,7350,860,8195,3980,11500,2140,6950,22375,52725,2100,2000,7950
12/18/2019,33775,7825,4400,7525,830,8185,3990,11500,2160,6900,21800,52400,2070,1985,7950
12/19/2019,33000,7825,4350,7600,835,8140,3900,11425,2160,6850,21725,52125,2080,1985,7925
12/20/2019,33300,7800,4360,7700,830,8325,4020,11525,2190,6925,21250,53100,2100,1950,7925
12/23/2019,33300,7925,4450,7725,825,8330,4020,11400,2170,6900,21200,53575,2150,2000,7950
12/26/2019,33400,7950,4410,7800,840,8490,4000,11275,2190,6875,21625,53400,2130,2060,7800
12/27/2019,33475,7925,4430,7750,835,8560,3990,11175,2250,6925,21675,53250,2130,2050,7925
12/30/2019,33425,7850,4400,7675,840,8400,3970,11150,2170,6925,21525,53000,2100,2050,7925
1/2/2020,33450,7775,4410,7750,840,8550,3910,11150,2140,6875,21500,53350,2090,2030,7975
1/3/2020,34000,7800,4420,7725,850,8575,3980,11250,2160,6950,21275,54100,2140,2030,8025
1/6/2020,33675,7625,4370,7600,885,8475,3960,11500,2150,6750,21575,54375,2150,2020,8000
1/7/2020,33700,7550,4400,7600,875,8450,3940,11500,2100,6775,21250,56000,2250,2030,8200
1/8/2020,33400,7425,4380,7500,905,8325,3900,11550,2100,6775,21550,57400,2270,2000,8225
1/9/2020,33700,7700,4400,7700,880,8350,3960,11525,2100,6875,21325,57200,2280,2080,8250
1/10/2020,33625,7725,4410,7725,885,8250,3980,11525,2080,6825,22250,58100,2270,2050,8250
1/13/2020,33725,7775,4510,7725,870,8400,4030,11550,2090,6925,23050,58325,2320,2030,8150
1/14/2020,34350,7850,4570,7750,850,8475,3950,11600,2090,7175,22700,58325,2310,2020,8125
1/15/2020,34175,7675,4580,7650,835,8475,3880,11475,2040,7200,22000,57925,2270,2010,8050
1/16/2020,34250,7700,4570,7550,845,8425,3850,11600,2030,7125,21900,58025,2240,2010,8175
1/17/2020,34375,7775,4630,7725,840,8400,3810,11575,2020,7075,21775,58300,2240,2000,8250
1/20/2020,34175,7550,4660,7625,795,8325,3810,11600,1965,7000,21500,58000,2190,1990,8250
1/21/2020,34150,7575,4670,7700,795,8325,3890,11700,1955,7025,21075,57025,2160,1995,8250
1/22/2020,34200,7625,4710,7800,770,8300,3860,11750,1910,7000,20600,57350,2160,1985,8050
1/23/2020,34200,7650,4740,7775,780,8325,3880,11700,1915,7050,20350,57950,2170,1970,8150
1/24/2020,34050,7700,4740,7925,785,8175,3920,11700,1880,6975,20200,58300,2160,1960,8200
1/27/2020,34200,7450,4650,7725,750,8275,3840,11650,1815,6725,19925,57275,2100,1930,8125
1/28/2020,33950,7475,4620,7750,750,8250,3830,11625,1810,6825,19875,56675,2110,1925,8125
1/29/2020,33925,7350,4620,7800,750,8250,3900,11700,1795,6825,20025,56800,2170,1925,7925
1/30/2020,33700,7250,4580,7650,740,8225,3860,11625,1800,6625,19975,55700,2120,1910,7900
1/31/2020,32400,7200,4460,7550,720,7950,3800,11375,1705,6350,19200,55775,2070,1920,7825
2/3/2020,32200,7125,4460,7500,715,7850,3740,11400,1700,6275,19075,55475,2060,1900,7675
2/4/2020,33000,7350,4560,7525,730,7875,3760,11600,1520,6400,18775,55675,2070,1905,7750
2/5/2020,33650,7425,4560,7700,725,8100,3770,11500,1475,6400,18750,56225,2040,1905,7750
2/6/2020,33700,7350,4550,7700,735,7950,3760,11500,1520,6500,18700,57000,2060,1930,7700
2/7/2020,33800,7350,4550,7725,730,7900,3790,11500,1540,6400,18800,56375,2030,1995,7850
2/10/2020,33925,7325,4500,7725,720,7875,3810,11575,1525,6200,18275,55700,1995,1990,7750
2/11/2020,33900,7300,4510,7775,720,7850,3790,11475,1535,6100,18025,55700,1990,2000,7675
2/12/2020,34000,7275,4530,7800,715,7600,3820,10750,1495,5975,17700,55200,1990,2010,7000
2/13/2020,33950,7400,4570,7850,680,7400,3730,10800,1505,5950,17625,55200,1980,2020,7000
2/14/2020,33400,7525,4550,7825,675,7475,3640,10775,1520,6100,18325,54575,1970,1990,7150
2/17/2020,33600,7625,4470,7850,680,7400,3610,10850,1495,6100,18350,54900,1965,2000,7150
2/18/2020,33475,7700,4400,7825,690,7400,3620,10850,1505,6100,18350,55025,1960,2030,7100
2/19/2020,33475,7775,4480,7950,705,7475,3620,11000,1530,6250,18475,55200,1955,2040,7050
2/20/2020,32975,7925,4560,8000,710,7650,3630,11225,1555,6275,18425,55575,1945,1985,7300
2/21/2020,33075,7775,4510,7900,700,7500,3690,10950,1525,6200,18225,55975,1920,1955,7200
2/24/2020,32625,7575,4490,7775,685,7225,3640,11025,1480,6100,17900,55250,1905,1905,7200
2/25/2020,32650,7500,4500,7800,660,7300,3590,10975,1500,6225,18275,55200,1860,1905,7225
2/26/2020,32100,7300,4480,7650,630,7300,3510,10825,1495,6050,18000,55000,1785,1850,7025
2/27/2020,31450,7075,4130,7350,600,7150,3470,10550,1385,5950,17575,53175,1730,1800,6900
2/28/2020,31450,7025,4190,7275,575,6825,3490,10275,1280,5525,16600,51000,1700,1800,6500
3/2/2020,30400,6750,3980,6950,585,6900,3440,10150,1290,5700,16675,49500,1675,1765,6675
3/3/2020,31600,6800,4100,7200,615,7125,3620,10950,1345,5900,17650,50775,1750,1840,7125
3/4/2020,32200,6950,4220,7475,630,7425,3830,10950,1425,5975,18500,51775,1785,1885,7175
3/5/2020,32175,6825,4150,7600,630,7400,3830,10950,1425,6050,18025,50950,1785,1885,7200
3/6/2020,31000,6400,4010,7250,610,7450,3750,10950,1345,5675,17300,50400,1715,1865,6950
